Z,A,Mass-Excess (MeV)
78,189,-36.89
79,189,-33.85
80,189,-29.99
81,189,-24.54
82,189,-18.12
83,189,-10.09
84,189,-1.25
85,189,8.85
86,189,19.81
87,189,31.94
88,189,45.06
89,189,59.4
90,189,74.19
91,189,89.96
52,190,330.75
53,190,301.54
54,190,271.33
55,190,245.0
56,190,217.63
57,190,194.2
58,190,169.65
59,190,149.11
60,190,127.35
61,190,108.88
62,190,88.75
63,190,72.52
64,190,54.69
65,190,42.01
66,190,27.52
67,190,17.08
68,190,4.82
69,190,-3.4
70,190,-13.49
71,190,-19.24
72,190,-26.88
73,190,-30.13
74,190,-35.33
75,190,-36.06
76,190,-38.8
77,190,-36.99
78,190,-37.26
79,190,-33.13
80,190,-31.2
81,190,-24.62
82,190,-20.3
83,190,-10.95
84,190,-4.26
85,190,7.19
86,190,15.96
87,190,29.54
88,190,40.4
89,190,56.07
90,190,68.9
91,190,85.97
92,190,100.53
52,191,342.76
53,191,312.4
54,191,282.49
55,191,254.96
56,191,227.94
57,191,203.24
58,191,179.11
59,191,157.24
60,191,135.98
61,191,116.85
62,191,97.36
63,191,79.78
64,191,62.65
65,191,47.35
66,191,33.67
67,191,21.65
68,191,10.22
69,191,0.44
70,191,-8.76
71,191,-16.28
72,191,-23.05
73,191,-28.04
74,191,-32.31
75,191,-34.93
76,191,-36.69
77,191,-36.73
78,191,-35.95
79,191,-33.59
80,191,-30.56
81,191,-25.94
82,191,-20.48
83,191,-13.12
84,191,-5.13
85,191,4.15
86,191,14.24
87,191,25.59
88,191,37.75
89,191,51.21
90,191,65.61
91,191,80.42
92,191,96.3
52,192,353.68
53,192,323.59
54,192,292.53
55,192,265.33
56,192,237.09
57,192,212.79
58,192,187.38
59,192,165.97
60,192,143.37
61,192,124.8
62,192,104.67
63,192,87.76
64,192,69.28
65,192,54.71
66,192,38.47
67,192,27.28
68,192,14.26
69,192,5.34
70,192,-5.42
71,192,-12.1
72,192,-20.64
73,192,-24.74
74,192,-30.76
75,192,-32.43
76,192,-36.08
77,192,-35.12
78,192,-36.19
79,192,-32.76
80,192,-31.44
81,192,-25.7
82,192,-22.2
83,192,-13.67
84,192,-7.8
85,192,2.81
86,192,10.74
87,192,23.44
88,192,33.45
89,192,48.22
90,192,60.41
91,192,76.89
92,192,90.41
53,193,334.66
54,193,303.88
55,193,275.48
56,193,247.59
57,193,222.03
58,193,197.03
59,193,174.3
60,193,152.18
61,193,132.25
62,193,112.94
63,193,95.15
64,193,77.36
65,193,61.41
66,193,45.92
67,193,32.19
68,193,20.0
69,193,9.45
70,193,-0.45
71,193,-8.79
72,193,-16.49
73,193,-22.4
74,193,-27.52
75,193,-30.97
76,193,-33.66
77,193,-34.62
78,193,-34.68
79,193,-33.14
80,193,-30.74
81,193,-26.69
82,193,-22.05
83,193,-15.62
84,193,-8.32
85,193,0.12
86,193,9.37
87,193,19.87
88,193,31.23
89,193,43.74
90,193,57.24
91,193,71.84
92,193,86.65
53,194,346.03
54,194,314.12
55,194,286.03
56,194,256.95
57,194,231.76
58,194,205.51
59,194,183.21
60,194,159.77
61,194,140.34
62,194,119.68
63,194,103.05
64,194,84.12
65,194,68.88
66,194,52.02
67,194,39.07
68,194,24.39
69,194,14.68
70,194,3.15
71,194,-4.37
72,194,-13.73
73,194,-18.79
74,194,-25.72
75,194,-28.26
76,194,-32.73
77,194,-32.72
78,194,-34.7
79,194,-32.13
80,194,-31.61
81,194,-26.46
82,194,-23.45
83,194,-15.85
84,194,-10.64
85,194,-0.88
86,194,6.22
87,194,18.06
88,194,27.22
89,194,41.17
90,194,52.42
91,194,68.45
92,194,81.26
54,195,325.66
55,195,296.4
56,195,267.64
57,195,241.22
58,195,215.35
59,195,191.77
60,195,168.78
61,195,148.01
62,195,127.85
63,195,109.83
64,195,92.32
65,195,75.72
66,195,59.58
67,195,45.23
68,195,31.34
69,195,19.15
70,195,8.46
71,195,-0.79
72,195,-9.33
73,195,-16.08
74,195,-22.15
75,195,-26.54
76,195,-30.09
77,195,-31.89
78,195,-32.89
79,195,-32.27
80,195,-30.71
81,195,-27.48
82,195,-23.36
83,195,-17.34
84,195,-10.96
85,195,-3.19
86,195,5.21
87,195,14.87
88,195,25.35
89,195,37.08
90,195,49.61
91,195,63.43
92,195,77.97
93,195,93.08
54,196,336.1
55,196,307.15
56,196,277.21
57,196,251.15
58,196,224.05
59,196,200.88
60,196,176.6
61,196,156.3
62,196,134.8
63,196,117.33
64,196,98.55
65,196,83.31
66,196,65.82
67,196,52.22
68,196,36.93
69,196,25.56
70,196,12.42
71,196,3.96
72,196,-6.32
73,196,-12.23
74,196,-20.0
75,196,-23.5
76,196,-28.9
77,196,-29.77
78,196,-32.58
79,196,-30.97
80,196,-31.36
81,196,-27.07
82,196,-24.86
83,196,-17.6
84,196,-12.82
85,196,-3.86
86,196,2.42
87,196,13.4
88,196,21.72
89,196,34.79
90,196,45.18
91,196,60.3
92,196,72.86
93,196,89.47
94,196,103.38
54,197,347.84
55,197,317.74
56,197,288.11
57,197,260.84
58,197,234.1
59,197,209.67
60,197,185.81
61,197,164.19
62,197,143.19
63,197,124.34
64,197,106.12
65,197,89.97
66,197,73.5
67,197,58.52
68,197,44.0
69,197,31.21
70,197,18.9
71,197,7.91
72,197,-1.57
73,197,-9.25
74,197,-16.18
75,197,-21.42
76,197,-25.93
77,197,-28.68
78,197,-30.55
79,197,-30.78
80,197,-30.17
81,197,-27.86
82,197,-24.59
83,197,-19.15
84,197,-13.13
85,197,-5.96
86,197,1.77
87,197,10.59
88,197,20.22
89,197,31.09
90,197,42.82
91,197,55.68
92,197,69.54
93,197,84.36
94,197,99.56
54,198,358.51
55,198,328.69
56,198,297.91
57,198,270.98
58,198,243.03
59,198,218.99
60,198,193.86
61,198,172.7
62,198,150.37
63,198,132.04
64,198,112.45
65,198,96.89
66,198,79.88
67,198,65.62
68,198,49.73
69,198,37.73
70,198,24.01
71,198,13.9
72,198,1.81
73,198,-5.05
74,198,-13.76
75,198,-18.15
76,198,-24.4
77,198,-26.24
78,198,-29.99
79,198,-29.26
80,198,-30.49
81,198,-27.16
82,198,-25.87
83,198,-19.22
84,198,-15.02
85,198,-6.6
86,198,-0.68
87,198,9.48
88,198,16.96
89,198,29.16
90,198,38.7
91,198,52.99
92,198,64.61
93,198,80.97
94,198,94.13
55,199,339.51
56,199,309.03
57,199,280.91
58,199,253.31
59,199,228.02
60,199,203.3
61,199,180.84
62,199,158.98
63,199,139.3
64,199,120.24
65,199,103.28
66,199,86.95
67,199,72.07
68,199,56.92
69,199,43.52
70,199,30.6
71,199,19.08
72,199,7.89
73,199,-1.71
74,199,-9.59
75,199,-15.78
76,199,-21.18
77,199,-24.79
78,199,-27.64
79,199,-28.82
80,199,-29.08
81,199,-27.63
82,199,-25.31
83,199,-20.53
84,199,-15.12
85,199,-8.56
86,199,-1.38
87,199,7.05
88,199,15.85
89,199,25.87
90,199,36.72
91,199,48.79
92,199,61.67
93,199,75.84
94,199,90.79
56,200,319.06
57,200,291.26
58,200,262.47
59,200,237.56
60,200,211.6
61,200,189.57
62,200,166.41
63,200,147.23
64,200,126.82
65,200,110.42
66,200,92.7
67,200,78.99
68,200,62.78
69,200,50.15
70,200,35.84
71,200,25.17
72,200,12.57
73,200,3.91
74,200,-6.8
75,200,-12.16
76,200,-19.36
77,200,-22.11
78,200,-26.72
79,200,-26.98
80,200,-29.16
81,200,-26.72
82,200,-26.27
83,200,-20.31
84,200,-16.78
85,200,-8.99
86,200,-3.67
87,200,6.02
88,200,12.95
89,200,24.31
90,200,32.99
91,200,46.4
92,200,57.15
93,200,72.6
94,200,85.51
95,200,102.64
56,201,330.4
57,201,301.44
58,201,272.98
59,201,246.85
60,201,221.27
61,201,197.97
62,201,175.25
63,201,154.74
64,201,134.84
65,201,117.07
66,201,99.92
67,201,84.79
68,201,70.09
69,201,56.08
70,201,42.55
71,201,30.49
72,201,18.76
73,201,8.66
74,201,-1.11
75,201,-9.43
76,201,-15.79
77,201,-20.37
78,201,-24.11
79,201,-26.18
80,201,-27.42
81,201,-26.93
82,201,-25.49
83,201,-21.29
84,201,-16.57
85,201,-10.69
86,201,-4.15
87,201,3.53
88,201,11.97
89,201,21.4
90,201,31.41
91,201,42.62
92,201,54.68
93,201,67.89
94,201,82.09
95,201,97.47
96,201,113.11
56,202,340.67
57,202,312.02
58,202,282.39
59,202,256.62
60,202,229.82
61,202,206.93
62,202,182.94
63,202,162.9
64,202,141.68
65,202,124.44
66,202,105.92
67,202,91.4
68,202,75.48
69,202,62.83
70,202,47.92
71,202,36.69
72,202,23.57
73,202,14.37
74,202,3.18
75,202,-4.17
76,202,-13.61
77,202,-17.34
78,202,-22.92
79,202,-24.09
80,202,-27.15
81,202,-25.7
82,202,-26.21
83,202,-20.85
84,202,-17.89
85,202,-10.81
86,202,-6.18
87,202,2.73
88,202,9.16
89,202,19.99
90,202,28.06
91,202,40.61
92,202,50.49
93,202,65.11
94,202,77.07
95,202,93.76
96,202,107.67
56,203,352.25
57,203,322.45
58,203,293.14
59,203,266.17
60,203,239.74
61,203,215.59
62,203,192.03
63,203,170.68
64,203,149.95
65,203,131.35
66,203,113.38
67,203,97.46
68,203,82.16
69,203,68.82
70,203,54.76
71,203,42.14
72,203,29.87
73,203,19.25
74,203,8.98
75,203,0.18
76,203,-8.27
77,203,-15.23
78,203,-19.96
79,203,-23.01
80,203,-25.16
81,203,-25.56
82,203,-25.11
83,203,-21.56
84,203,-17.44
85,203,-12.16
86,203,-6.33
87,203,0.64
88,203,8.31
89,203,17.22
90,203,26.67
91,203,37.23
92,203,48.44
93,203,60.84
94,203,74.05
95,203,88.55
96,203,103.98
56,204,362.76
57,204,333.26
58,204,302.81
59,204,276.19
60,204,248.55
61,204,224.81
62,204,199.98
63,204,179.09
64,204,157.05
65,204,138.97
66,204,119.64
67,204,104.3
68,204,87.61
69,204,74.91
70,204,60.27
71,204,48.46
72,204,34.81
73,204,25.07
74,204,13.38
75,204,5.53
76,204,-4.36
77,204,-10.31
78,204,-18.4
79,204,-20.58
80,204,-24.61
81,204,-24.09
82,204,-25.48
83,204,-20.8
84,204,-18.49
85,204,-12.04
86,204,-8.01
87,204,0.18
88,204,5.89
89,204,16.06
90,204,23.47
91,204,35.44
92,204,44.63
93,204,58.38
94,204,69.46
95,204,85.23
96,204,98.47
57,205,343.95
58,205,313.81
59,205,286.0
60,205,258.73
61,205,233.74
62,205,209.33
63,205,187.15
64,205,165.58
65,205,146.16
66,205,127.36
67,205,110.64
68,205,94.54
69,205,80.42
70,205,66.92
71,205,54.05
72,205,41.23
73,205,30.09
74,205,19.29
75,205,10.01
76,205,1.08
77,205,-6.33
78,205,-13.4
79,205,-19.12
80,205,-22.27
81,205,-23.67
82,205,-24.13
83,205,-21.15
84,205,-17.7
85,205,-13.1
86,205,-7.89
87,205,-1.54
88,205,5.39
89,205,13.45
90,205,22.36
91,205,32.25
92,205,42.84
93,205,54.53
94,205,66.94
95,205,80.46
96,205,94.98
97,205,110.68
58,206,323.73
59,206,296.26
60,206,267.81
61,206,243.21
62,206,217.56
63,206,195.82
64,206,172.95
65,206,154.03
66,206,133.9
67,206,117.74
68,206,100.26
69,206,86.76
70,206,71.85
71,206,60.49
72,206,46.31
73,206,36.01
74,206,23.83
75,206,15.46
76,206,5.11
77,206,-1.32
78,206,-9.84
79,206,-14.5
80,206,-21.36
81,206,-21.86
82,206,-24.24
83,206,-20.13
84,206,-18.39
85,206,-12.64
86,206,-9.28
87,206,-1.75
88,206,3.35
89,206,12.64
90,206,19.44
91,206,30.72
92,206,39.25
93,206,52.34
94,206,62.68
95,206,77.63
96,206,89.91
97,206,106.9
98,206,121.34
58,207,334.98
59,207,306.35
60,207,278.24
61,207,252.42
62,207,227.17
63,207,204.16
64,207,181.75
65,207,161.51
66,207,141.89
67,207,124.36
68,207,107.45
69,207,92.55
70,207,78.27
71,207,65.89
72,207,52.85
73,207,41.17
74,207,29.85
75,207,20.07
76,207,10.65
77,207,2.77
78,207,-4.74
79,207,-10.88
80,207,-16.66
81,207,-21.06
82,207,-22.54
83,207,-20.19
84,207,-17.33
85,207,-13.32
86,207,-8.81
87,207,-3.16
88,207,3.13
89,207,10.54
90,207,18.58
91,207,27.84
92,207,37.75
93,207,48.74
94,207,60.48
95,207,73.29
96,207,86.84
97,207,101.64
98,207,117.38
58,208,345.17
59,208,316.86
60,208,287.59
61,208,262.15
62,208,235.68
63,208,213.09
64,208,189.41
65,208,169.65
66,208,148.71
67,208,131.72
68,208,113.45
69,208,99.15
70,208,83.47
71,208,71.76
72,208,58.07
73,208,47.21
74,208,34.52
75,208,25.63
76,208,14.8
77,208,7.89
78,208,-1.07
79,208,-6.17
80,208,-13.42
81,208,-16.72
82,208,-22.29
83,208,-18.83
84,208,-17.73
85,208,-12.58
86,208,-9.82
87,208,-3.01
88,208,1.39
89,208,10.01
90,208,16.17
91,208,26.68
92,208,34.46
93,208,46.85
94,208,56.49
95,208,70.72
96,208,82.2
97,208,98.28
98,208,111.83
58,209,356.67
59,209,327.22
60,209,298.28
61,209,271.65
62,209,245.56
63,209,221.73
64,209,198.48
65,209,177.42
66,209,156.97
67,209,138.64
68,209,120.92
69,209,105.23
70,209,90.17
71,209,77.03
72,209,64.44
73,209,52.52
74,209,40.66
75,209,30.37
76,209,20.45
77,209,12.1
78,209,4.13
79,209,-2.44
80,209,-8.64
81,209,-13.43
82,209,-17.87
83,209,-18.51
84,209,-16.3
85,209,-12.95
86,209,-9.05
87,209,-4.02
88,209,1.55
89,209,8.24
90,209,15.61
91,209,24.09
92,209,33.34
93,209,43.57
94,209,54.6
95,209,66.71
96,209,79.59
97,209,93.47
98,209,108.31
58,210,367.12
59,210,337.99
60,210,307.91
61,210,281.63
62,210,254.35
63,210,230.93
64,210,206.43
65,210,185.83
66,210,164.09
67,210,146.27
68,210,127.21
69,210,112.1
70,210,95.66
71,210,83.15
72,210,69.15
73,210,58.68
74,210,45.46
75,210,36.04
76,210,24.73
77,210,17.31
78,210,7.91
79,210,2.35
80,210,-5.3
81,210,-9.01
82,210,-14.93
83,210,-14.59
84,210,-16.31
85,210,-11.84
86,210,-9.74
87,210,-3.57
88,210,0.21
89,210,8.08
90,210,13.52
91,210,23.22
92,210,30.45
93,210,42.05
94,210,50.93
95,210,64.43
96,210,75.2
97,210,90.57
98,210,103.19
59,211,348.63
60,211,318.87
61,211,291.42
62,211,264.51
63,211,239.86
64,211,215.78
65,211,193.91
66,211,172.63
67,211,153.49
68,211,134.96
69,211,118.48
70,211,102.63
71,211,88.72
72,211,75.37
73,211,63.95
74,211,51.73
75,211,40.93
76,211,30.49
77,211,21.66
78,211,13.21
79,211,6.21
80,211,-0.42
81,211,-5.61
82,211,-10.61
83,211,-11.75
84,211,-12.48
85,211,-11.81
86,211,-8.59
87,211,-4.25
88,211,0.68
89,211,6.73
90,211,13.35
91,211,21.09
92,211,29.54
93,211,39.2
94,211,49.43
95,211,60.76
96,211,72.91
97,211,86.14
98,211,100.1
99,211,115.2
59,212,359.65
60,212,328.78
61,212,301.67
62,212,273.59
63,212,249.33
64,212,224.03
65,212,202.6
66,212,180.05
67,212,161.4
68,212,141.55
69,212,125.63
70,212,108.41
71,212,95.12
72,212,80.37
73,212,69.64
74,212,56.68
75,212,46.71
76,212,34.9
77,212,26.98
78,212,17.12
79,212,11.09
80,212,3.02
81,212,-1.12
82,212,-7.77
83,212,-7.99
84,212,-10.14
85,212,-8.45
86,212,-8.88
87,212,-3.41
88,212,-0.32
89,212,6.89
90,212,11.69
91,212,20.61
92,212,27.1
93,212,38.0
94,212,46.18
95,212,58.88
96,212,68.86
97,212,83.49
98,212,95.39
99,212,111.84
100,212,125.68
59,213,370.56
60,213,340.0
61,213,311.75
62,213,284.02
63,213,258.56
64,213,233.66
65,213,210.97
66,213,188.88
67,213,168.93
68,213,149.59
69,213,132.31
70,213,115.67
71,213,100.99
72,213,86.87
73,213,74.71
74,213,63.09
75,213,51.75
76,213,40.79
77,213,31.47
78,213,22.53
79,213,15.07
80,213,7.99
81,213,2.4
82,213,-3.36
83,213,-5.3
84,213,-6.51
85,213,-6.21
86,213,-5.62
87,213,-3.67
88,213,0.55
89,213,5.89
90,213,11.84
91,213,18.92
92,213,26.59
93,213,35.38
94,213,45.02
95,213,55.64
96,213,66.98
97,213,79.41
98,213,92.69
99,213,106.98
100,213,122.18
60,214,350.19
61,214,322.27
62,214,293.39
63,214,268.31
64,214,242.21
65,214,219.95
66,214,196.6
67,214,177.13
68,214,156.48
69,214,139.75
70,214,121.75
71,214,107.67
72,214,92.16
73,214,80.67
74,214,67.63
75,214,57.66
76,214,45.34
77,214,36.9
78,214,26.57
79,214,20.05
80,214,11.55
81,214,6.97
82,214,-0.35
83,214,-1.45
84,214,-4.38
85,214,-3.12
86,214,-3.86
87,214,-0.86
88,214,-0.02
89,214,6.45
90,214,10.54
91,214,18.77
92,214,24.59
93,214,34.58
94,214,42.11
95,214,54.09
96,214,63.36
97,214,77.16
98,214,88.26
99,214,104.02
100,214,117.05
60,215,361.67
61,215,332.64
62,215,304.1
63,215,277.84
64,215,252.13
65,215,228.63
66,215,205.72
67,215,184.97
68,215,164.82
69,215,146.75
70,215,129.31
71,215,113.85
72,215,98.95
73,215,86.05
74,215,73.68
75,215,62.41
76,215,51.36
77,215,41.53
78,215,32.09
79,215,24.16
80,215,16.63
81,215,10.61
82,215,4.22
83,215,1.42
84,215,-0.66
85,215,-1.15
86,215,-0.88
87,215,0.79
88,215,2.68
89,215,5.89
90,215,11.12
91,215,17.45
92,215,24.43
93,215,32.53
94,215,41.27
95,215,51.22
96,215,61.83
97,215,73.53
98,215,85.99
99,215,99.53
100,215,113.89
60,216,372.13
61,216,343.42
62,216,313.76
63,216,287.87
64,216,260.97
65,216,237.89
66,216,213.75
67,216,193.46
68,216,172.02
69,216,154.48
70,216,135.7
71,216,120.82
72,216,104.56
73,216,92.29
74,216,78.52
75,216,67.97
76,216,55.7
77,216,47.08
78,216,36.26
79,216,29.25
80,216,20.31
81,216,15.28
82,216,7.41
83,216,5.44
84,216,1.65
85,216,2.04
86,216,0.55
87,216,3.28
88,216,3.88
89,216,8.16
90,216,10.25
91,216,17.73
92,216,22.81
93,216,32.08
94,216,38.93
95,216,50.09
96,216,58.57
97,216,71.63
98,216,81.99
99,216,96.91
100,216,109.13
61,217,354.08
62,217,324.75
63,217,297.7
64,217,271.18
65,217,246.89
66,217,223.16
67,217,201.61
68,217,180.65
69,217,161.8
70,217,143.55
71,217,127.32
72,217,111.64
73,217,97.98
74,217,84.86
75,217,72.91
76,217,61.38
77,217,51.56
78,217,41.91
79,217,33.5
80,217,25.49
81,217,19.03
82,217,12.16
83,217,8.51
84,217,5.56
85,217,4.21
86,217,3.61
87,217,4.56
88,217,6.3
89,217,9.24
90,217,12.41
91,217,16.86
92,217,23.09
93,217,30.42
94,217,38.44
95,217,47.57
96,217,57.49
97,217,68.38
98,217,80.09
99,217,92.89
100,217,106.47
62,218,334.69
63,218,308.0
64,218,280.32
65,218,256.43
66,218,231.5
67,218,210.4
68,218,188.17
69,218,169.82
70,218,150.26
71,218,134.59
72,218,117.56
73,218,104.51
74,218,90.01
75,218,78.75
76,218,65.82
77,218,56.77
78,218,45.92
79,218,38.7
80,218,29.3
81,218,23.8
82,218,15.54
83,218,12.7
84,218,8.07
85,218,7.58
86,218,5.24
87,218,7.1
88,218,7.06
89,218,11.26
90,218,13.05
91,218,18.6
92,218,21.92
93,218,30.41
94,218,36.49
95,218,46.8
96,218,54.69
97,218,66.92
98,218,76.47
99,218,90.62
100,218,102.09
101,218,118.14
63,219,318.13
64,219,290.81
65,219,265.74
66,219,241.21
67,219,218.87
68,219,197.1
69,219,177.46
70,219,158.42
71,219,141.4
72,219,124.95
73,219,110.53
74,219,96.65
75,219,84.0
76,219,71.79
77,219,61.32
78,219,51.24
79,219,42.71
80,219,34.53
81,219,27.68
82,219,20.47
83,219,15.98
84,219,12.17
85,219,9.97
86,219,8.5
87,219,8.6
88,219,9.46
89,219,11.86
90,219,15.06
91,219,19.12
92,219,23.55
93,219,29.22
94,219,36.46
95,219,44.8
96,219,53.87
97,219,64.15
98,219,75.02
99,219,86.99
100,219,99.81
101,219,113.71
64,220,300.26
65,220,275.57
66,220,249.85
67,220,227.94
68,220,204.94
69,220,185.77
70,220,165.45
71,220,148.97
72,220,131.18
73,220,117.35
74,220,102.11
75,220,90.13
76,220,76.54
77,220,66.8
78,220,55.32
79,220,47.6
80,220,37.98
81,220,32.17
82,220,24.05
83,220,20.35
84,220,14.89
85,220,13.53
86,220,10.35
87,220,11.33
88,220,10.45
89,220,13.77
90,220,15.17
91,220,20.83
92,220,23.65
93,220,30.45
94,220,34.98
95,220,44.49
96,220,51.58
97,220,63.06
98,220,71.87
99,220,85.18
100,220,95.82
101,220,111.08
102,220,123.67
64,221,311.03
65,221,285.18
66,221,259.86
67,221,236.73
68,221,214.17
69,221,193.74
70,221,173.9
71,221,156.11
72,221,138.87
73,221,123.69
74,221,109.05
75,221,95.7
76,221,82.8
77,221,71.66
78,221,60.93
79,221,51.77
80,221,42.98
81,221,35.72
82,221,29.18
83,221,23.85
84,221,19.19
85,221,16.15
86,221,13.81
87,221,13.06
88,221,13.06
89,221,14.61
90,221,16.95
91,221,20.78
92,221,25.4
93,221,30.43
94,221,36.09
95,221,42.97
96,221,51.23
97,221,60.59
98,221,70.82
99,221,82.04
100,221,94.0
101,221,107.06
102,221,121.0
64,222,320.77
65,222,295.29
66,222,268.81
67,222,246.1
68,222,222.32
69,222,202.35
70,222,181.25
71,222,163.98
72,222,145.43
73,222,130.81
74,222,114.82
75,222,102.13
76,222,87.86
77,222,77.44
78,222,65.31
79,222,56.93
80,222,46.72
81,222,40.31
82,222,32.98
83,222,28.43
84,222,22.14
85,222,19.91
86,222,15.9
87,222,16.01
88,222,14.28
89,222,16.73
90,222,17.29
91,222,22.08
92,222,24.91
93,222,31.77
94,222,35.67
95,222,43.7
96,222,49.42
97,222,59.96
98,222,68.08
99,222,80.61
100,222,90.49
101,222,104.89
102,222,116.63
103,222,133.01
64,223,331.82
65,223,305.2
66,223,279.11
67,223,255.2
68,223,231.85
69,223,210.64
70,223,190.01
71,223,171.45
72,223,153.42
73,223,137.47
74,223,122.07
75,223,108.02
76,223,94.42
77,223,82.61
78,223,71.21
79,223,61.42
80,223,52.0
81,223,44.15
82,223,38.27
83,223,32.16
84,223,26.65
85,223,22.77
86,223,19.58
87,223,17.98
88,223,17.13
89,223,17.83
90,223,19.3
91,223,22.29
92,223,26.08
93,223,31.34
94,223,36.91
95,223,43.15
96,223,50.04
97,223,58.11
98,223,67.4
99,223,77.9
100,223,89.09
101,223,101.37
102,223,114.44
103,223,128.6
64,224,341.85
65,224,315.6
66,224,288.35
67,224,264.86
68,224,240.31
69,224,219.55
70,224,197.68
71,224,179.61
72,224,160.3
73,224,144.9
74,224,128.16
75,224,114.75
76,224,99.79
77,224,88.67
78,224,75.9
79,224,66.86
80,224,56.03
81,224,49.0
82,224,42.0
83,224,36.94
84,224,29.83
85,224,26.75
86,224,21.91
87,224,21.15
88,224,18.59
89,224,20.17
90,224,19.89
91,224,23.81
92,224,25.81
93,224,32.05
94,224,36.29
95,224,44.0
96,224,49.11
97,224,58.35
98,224,65.26
99,224,76.95
100,224,86.0
101,224,99.6
102,224,110.56
103,224,126.06
64,225,353.18
65,225,325.81
66,225,298.94
67,225,274.27
68,225,250.14
69,225,228.15
70,225,206.75
71,225,187.41
72,225,168.6
73,225,151.89
74,225,135.71
75,225,120.96
76,225,106.65
77,225,94.16
78,225,82.09
79,225,71.65
80,225,61.6
81,225,53.14
82,225,47.2
83,225,40.9
84,225,34.57
85,225,29.85
86,225,25.82
87,225,23.39
88,225,21.67
89,225,21.53
90,225,22.14
91,225,24.28
92,225,27.22
93,225,31.64
94,225,36.87
95,225,43.54
96,225,49.85
97,225,57.3
98,225,65.39
99,225,74.64
100,225,85.09
101,225,96.52
102,225,108.79
103,225,122.15
64,226,363.48
65,226,336.48
66,226,308.48
67,226,284.22
68,226,258.91
69,226,237.36
70,226,214.73
71,226,195.87
72,226,175.8
73,226,159.62
74,226,142.13
75,226,127.99
76,226,112.35
77,226,100.53
78,226,87.09
79,226,77.38
80,226,65.93
81,226,58.27
82,226,51.07
83,226,45.9
84,226,37.99
85,226,34.06
86,226,28.4
87,226,26.79
88,226,23.39
89,226,24.11
90,226,23.0
91,226,26.05
92,226,27.21
93,226,32.59
94,226,36.0
95,226,43.68
96,226,49.06
97,226,57.66
98,226,63.96
99,226,74.42
100,226,82.5
101,226,95.24
102,226,105.34
103,226,120.03
64,227,375.08
65,227,346.98
66,227,319.35
67,227,293.93
68,227,269.03
69,227,246.28
70,227,224.1
71,227,203.99
72,227,184.41
73,227,166.93
74,227,149.99
75,227,134.53
76,227,119.51
77,227,106.34
78,227,93.58
79,227,82.49
80,227,71.79
81,227,62.71
82,227,56.41
83,227,49.85
84,227,42.95
85,227,37.42
86,227,32.55
87,227,29.28
88,227,26.72
89,227,25.74
90,227,25.5
91,227,26.8
92,227,28.88
93,227,32.46
94,227,36.84
95,227,42.67
96,227,49.33
97,227,56.76
98,227,64.23
99,227,72.86
100,227,82.16
101,227,92.68
102,227,104.07
103,227,116.57
64,228,385.03
65,228,357.8
66,228,329.19
67,228,304.16
68,228,278.1
69,228,255.78
70,228,232.39
71,228,212.76
72,228,191.92
73,228,174.96
74,228,156.72
75,228,141.86
76,228,125.52
77,228,113.0
78,228,98.89
79,228,88.51
80,228,76.42
81,228,68.12
82,228,60.43
83,228,54.68
84,228,46.62
85,228,41.86
86,228,35.38
87,228,32.92
88,228,28.71
89,228,28.57
90,228,26.63
91,228,28.82
92,228,29.15
93,228,33.66
94,228,36.25
95,228,43.07
96,228,47.89
97,228,56.99
98,228,62.95
99,228,72.76
100,228,80.25
101,228,92.0
102,228,101.14
103,228,114.94
65,229,367.9
66,229,339.96
67,229,314.13
68,229,288.51
69,229,265.01
70,229,242.06
71,229,221.19
72,229,200.84
73,229,182.6
74,229,164.89
75,229,148.72
76,229,132.99
77,229,119.13
78,229,105.69
79,229,93.93
80,229,82.57
81,229,72.86
82,229,65.91
83,229,58.71
84,229,51.81
85,229,45.48
86,229,39.78
87,229,35.7
88,229,32.3
89,229,30.48
90,229,29.39
91,229,29.86
92,229,31.08
93,229,33.82
94,229,37.35
95,229,42.36
96,229,48.17
97,229,55.41
98,229,63.34
99,229,71.36
100,229,80.04
101,229,89.86
102,229,100.45
103,229,112.01
65,230,378.41
66,230,349.39
67,230,323.94
68,230,297.4
69,230,274.47
70,230,250.4
71,230,230.25
72,230,208.66
73,230,190.93
74,230,171.94
75,230,156.35
76,230,139.32
77,230,126.09
78,230,111.31
79,230,100.24
80,230,87.51
81,230,78.56
82,230,70.09
83,230,63.68
84,230,55.48
85,230,50.15
86,230,42.88
87,230,39.59
88,230,34.56
89,230,33.57
90,230,30.81
91,230,32.14
92,230,31.64
93,230,35.3
94,230,37.06
95,230,43.02
96,230,47.03
97,230,55.27
98,230,61.48
99,230,71.4
100,230,78.28
101,230,89.31
102,230,97.97
103,230,110.9
104,230,121.2
66,231,360.1
67,231,333.54
68,231,307.39
69,231,283.31
70,231,259.68
71,231,238.48
72,231,217.64
73,231,198.78
74,231,180.3
75,231,163.54
76,231,147.1
77,231,132.54
78,231,118.41
79,231,105.98
80,231,93.95
81,231,83.61
82,231,75.72
83,231,67.87
84,231,60.48
85,231,54.04
86,231,47.53
87,231,42.63
88,231,38.4
89,231,35.77
90,231,33.84
91,231,33.47
92,231,33.85
93,231,35.76
94,231,38.44
95,231,42.61
96,231,47.58
97,231,54.0
98,231,61.22
99,231,69.84
100,231,78.22
